Lane: 2
Distance: 59.74161516145843
Speed 0: 28.722417581967626
Speed 1: 28.81831192720809
Speed 2: 28.94569862885397
Speed 3: 28.883064139466505
Speed 4: 28.4203104749728
Speed 5: 28.107235127002888
Speed 6: 28.367287789605758
Speed 7: 29.40310479477541
Speed 8: 29.932948197946704
Speed 9: 30.54395927596739
Speed 10: 30.265461183289556
Speed 11: 31.010524280980828
Speed 12: 30.672555402439833
Speed 13: 30.714985838857313
Speed 14: 31.302751274191568
Speed 15: 30.484793314711844
Speed 16: 29.7251109979702
Speed 17: 29.45810112225847
Speed 18: 30.226839114558544
Speed 19: 30.02159741102449
Speed 20: 31.130673380374084
Speed 21: 30.447667122894842
Speed 22: 29.81850233573379
Speed 23: 30.247987153625015
Speed 24: 30.105127451446187
Speed 25: 30.01582131324435
Speed 26: 29.99326718975257
Speed 27: 29.79203834712243
Speed 28: 29.327451815266627
Speed 29: 29.516566833535602
Speed 30: 29.321206365054866
Speed 31: 29.005866826480318
Speed 32: 28.9955407483694
Speed 33: 28.6970118784982
Speed 34: 28.360363716644994
Speed 35: 28.93566351133379
Speed 36: 28.737355415297248
Speed 37: 29.48003650783304
Speed 38: 29.169987812960045
Speed 39: 30.20401745980622
Speed 40: 30.384664780491793
Speed 41: 30.183647381329603
Speed 42: 30.055944732411852
Speed 43: 30.353577511822813
Speed 44: 31.224942507173694
Speed 45: 31.006866644860025
Speed 46: 31.664402476729872
Speed 47: 31.97981874777899
Speed 48: 31.770577419746154
Speed 49: 31.236471834005616
Speed 50: 32.52793552205073
Speed 51: 32.37648576288077
Speed 52: 32.765932604633754
Speed 53: 32.006898323495314
Speed 54: 31.72182387820173
Speed 55: 31.823914292350953
Speed 56: 31.29501280303717
Speed 57: 31.406653794832017
Speed 58: 31.722771561049157
Speed 59: 32.16645035036428
Speed 60: 32.369286719284084
Speed 61: 31.912046636274933
Speed 62: 32.64962266792542
Speed 63: 32.505292672801076
Speed 64: 32.62172513382087
Speed 65: 32.63512936827185
Speed 66: 33.179794807343825
Speed 67: 33.58014163649114
Speed 68: 33.62354246858467
Speed 69: 33.357490960782556
Speed 70: 33.47270819383112
Speed 71: 33.89899396813446
Speed 72: 33.39923408564917
Speed 73: 33.27715921523162
Speed 74: 33.069077851443375
Speed 75: 33.51841073958341
Speed 76: 33.007198488195456
Speed 77: 32.932315693011965
Speed 78: 32.715724616781095
Speed 79: 32.341983544894404
Speed 80: 32.277495621935046
Speed 81: 33.18354255774026
Speed 82: 31.98351429535771
Speed 83: 31.90961627221411
Speed 84: 32.048391624871876
Speed 85: 32.24467490193592
Speed 86: 31.748861857781574
Speed 87: 31.940790702246062
Speed 88: 31.278387808982338
Speed 89: 32.318361820663235
Speed 90: 31.9290794270205
Speed 91: 31.983610795337896
Speed 92: 31.53845266153473
Speed 93: 30.73876057190792
Speed 94: 30.53238276148159
Speed 95: 30.273580008370086
Speed 96: 29.953944322827894
Speed 97: 29.984318442743362
Speed 98: 29.3950270582234
Speed 99: 28.97710394561574
Speed 100: 29.828236788311454
Speed 101: 29.42708342811199
