Lane: 2
Distance: -40.62211508968713
Speed 0: 29.415004507522884
Speed 1: 30.178438645871083
Speed 2: 30.182124028456602
Speed 3: 29.157162397998697
Speed 4: 29.098585200040986
Speed 5: 29.12759577557828
Speed 6: 29.389050628796273
Speed 7: 29.65901810681992
Speed 8: 29.62562349616494
Speed 9: 29.862053113817158
Speed 10: 28.455976535745418
Speed 11: 28.39271941976695
Speed 12: 29.07083155971264
Speed 13: 29.093138811112922
Speed 14: 29.647657365108472
Speed 15: 30.39882059584717
Speed 16: 31.10757452163588
Speed 17: 31.4252487411414
Speed 18: 31.165897338388188
Speed 19: 31.319820507328643
Speed 20: 31.738634505043027
Speed 21: 32.00624729746814
Speed 22: 32.0617975685128
Speed 23: 32.60622311512714
Speed 24: 32.18326930085244
Speed 25: 32.538133576431214
Speed 26: 32.302191791372984
Speed 27: 32.64008409564971
Speed 28: 31.86920769494228
Speed 29: 32.4924448666727
Speed 30: 33.05735773148967
Speed 31: 32.962555395462196
Speed 32: 32.53358381783173
Speed 33: 33.1451417337496
Speed 34: 32.991844975780154
Speed 35: 33.32239896456954
Speed 36: 33.71334686084116
Speed 37: 34.0509013435188
Speed 38: 34.24558215823135
Speed 39: 33.138712145772544
Speed 40: 34.239223799277305
Speed 41: 33.88069542243075
Speed 42: 34.09071791197387
Speed 43: 34.20785108874663
Speed 44: 34.641261162299614
Speed 45: 34.73158829626168
Speed 46: 34.740821206461405
Speed 47: 34.84033168935702
Speed 48: 35.212942128478815
Speed 49: 34.564844002826824
Speed 50: 34.98742780306041
Speed 51: 35.64061935533193
Speed 52: 35.249212507007954
Speed 53: 34.84792252136752
Speed 54: 34.93658075218576
Speed 55: 35.16828928003227
Speed 56: 34.86153489524949
Speed 57: 34.615895688236066
Speed 58: 33.99275220080621
Speed 59: 33.528762089157816
Speed 60: 33.7857864180405
Speed 61: 34.629194677824145
Speed 62: 34.772389770423146
Speed 63: 34.392069017735274
Speed 64: 34.941732697679186
Speed 65: 34.51026882072652
Speed 66: 33.935627008306426
Speed 67: 33.91797550830304
Speed 68: 34.024580343209706
Speed 69: 33.36795649907845
Speed 70: 32.9633036832204
Speed 71: 32.223798920228084
Speed 72: 32.365339978593795
Speed 73: 33.087309132730724
Speed 74: 33.271630110726385
Speed 75: 33.641432167782604
Speed 76: 33.90741385473264
Speed 77: 34.97927888538524
