Lane: 2
Distance: 54.59229936594245
Speed 0: 30.241452426851644
Speed 1: 30.104200508372653
Speed 2: 31.487322134295372
Speed 3: 31.69468184802186
Speed 4: 31.492958328838636
Speed 5: 31.67863920587187
Speed 6: 31.863221829416894
Speed 7: 31.455001375025457
Speed 8: 31.434001799906262
Speed 9: 31.859054024138985
Speed 10: 32.06778705426567
Speed 11: 31.834706721358454
Speed 12: 32.19000181597603
Speed 13: 32.12604954308672
Speed 14: 32.302217749778094
Speed 15: 32.1985249609519
Speed 16: 31.599096375045956
Speed 17: 31.581504198763874
Speed 18: 31.66518802407348
Speed 19: 32.74663995280685
Speed 20: 33.93268635296654
Speed 21: 34.218063303323476
Speed 22: 33.57511172793027
Speed 23: 32.68737408343916
Speed 24: 31.578943082175773
Speed 25: 32.76518289865349
Speed 26: 32.79762536976008
Speed 27: 33.00847437472046
Speed 28: 32.797951520479344
Speed 29: 32.21260609584748
Speed 30: 32.85509391951619
Speed 31: 32.869533110269614
Speed 32: 32.87103020543672
Speed 33: 32.74542333375443
Speed 34: 33.28504285672037
Speed 35: 33.30655866941017
Speed 36: 33.24904263836469
Speed 37: 33.91090367414561
Speed 38: 34.534240716104826
Speed 39: 34.14738281426333
Speed 40: 34.32580141425282
Speed 41: 33.96368927707942
Speed 42: 34.9913220972042
Speed 43: 35.28045859702902
Speed 44: 34.2207381794675
Speed 45: 34.00215372837745
Speed 46: 34.30039811778762
Speed 47: 34.249920264959115
Speed 48: 34.11992934776628
Speed 49: 33.82525594245118
Speed 50: 34.543289903206905
Speed 51: 33.91345021137425
Speed 52: 34.75785309841982
Speed 53: 34.80862161138783
Speed 54: 35.34146122890811
Speed 55: 35.61749564138223
Speed 56: 35.5253843302464
Speed 57: 35.70691174354083
Speed 58: 35.86916195710788
Speed 59: 34.98594782748009
Speed 60: 34.676494041354054
Speed 61: 35.11597212471927
Speed 62: 35.09102966379457
Speed 63: 35.160438854304985
Speed 64: 34.84496754219057
Speed 65: 34.21925729567303
Speed 66: 33.75324377172757
Speed 67: 33.06256456027624
Speed 68: 33.90881359095385
Speed 69: 34.147967346095655
Speed 70: 34.04008229218127
Speed 71: 33.81962816507544
Speed 72: 34.67454605669161
Speed 73: 34.671203915185906
Speed 74: 34.35785518388181
Speed 75: 34.510994774976496
Speed 76: 34.94124210574461
Speed 77: 35.13658947957936
Speed 78: 35.467639970977
Speed 79: 35.29687132335659
Speed 80: 35.23048437539184
Speed 81: 35.284985758688
Speed 82: 35.554744058829705
Speed 83: 36.22680362965651
Speed 84: 36.421313515408976
Speed 85: 35.67113894242275
Speed 86: 34.83286865900204
Speed 87: 35.38024683288357
Speed 88: 35.17050924964147
Speed 89: 36.28289726871452
Speed 90: 37.003678552873886
Speed 91: 36.639127827220385
Speed 92: 36.059561701416854
Speed 93: 36.08199855932292
Speed 94: 36.16409945561197
Speed 95: 35.95808558135196
Speed 96: 35.41804428335191
Speed 97: 35.43316119482375
Speed 98: 35.33420139120899
Speed 99: 35.45510021280024
Speed 100: 35.24423561199479
Speed 101: 36.68460402859171
Speed 102: 36.538787289152545
Speed 103: 36.482812357729806
Speed 104: 37.206986717896065
Speed 105: 37.86097358758617
Speed 106: 39.431721810893166
Speed 107: 40.431263476204606
Speed 108: 41.11460388378739
Speed 109: 40.91010973960907
Speed 110: 39.93859747139848
Speed 111: 40.00776193421847
Speed 112: 39.86995751792025
Speed 113: 39.7048377610566
