Lane: 1
Distance: 23.76227505519473
Speed 0: 24.180735695634105
Speed 1: 24.183014208955814
Speed 2: 24.467553128796794
Speed 3: 24.84687171453081
Speed 4: 24.94921457199193
Speed 5: 24.812817992685822
Speed 6: 25.357079781480117
Speed 7: 24.781367085153164
Speed 8: 24.814628751727128
Speed 9: 24.02059156960848
Speed 10: 24.426604904785226
Speed 11: 24.400272182299403
Speed 12: 24.436702599137764
Speed 13: 24.4318846980677
Speed 14: 24.343205432223368
Speed 15: 24.743888842097284
Speed 16: 25.583741152687804
Speed 17: 25.44547716133954
Speed 18: 25.18410881198297
Speed 19: 25.416722953594416
Speed 20: 25.919851681762367
Speed 21: 25.407951242688334
Speed 22: 25.24940098455229
Speed 23: 26.328912970514946
Speed 24: 26.418595564521965
Speed 25: 26.56731455025394
Speed 26: 25.677038332640645
Speed 27: 25.79533265528947
Speed 28: 26.08727768551338
Speed 29: 26.521757154315647
Speed 30: 26.440792304856114
Speed 31: 25.52819918585632
Speed 32: 26.05449906682692
Speed 33: 25.68615235735864
Speed 34: 25.79776653828601
Speed 35: 25.69153596295092
Speed 36: 26.252779843122855
Speed 37: 25.990094498615292
Speed 38: 26.41156128471643
Speed 39: 26.184174318789285
Speed 40: 26.291138843156364
Speed 41: 26.11465165972582
Speed 42: 25.914389080636244
Speed 43: 25.734974766017636
Speed 44: 26.00211726435443
Speed 45: 26.536977942386883
Speed 46: 26.718346744226043
Speed 47: 26.4092999497605
Speed 48: 26.769611484537897
Speed 49: 27.947785287225308
Speed 50: 28.341844270197818
Speed 51: 28.2866195838729
Speed 52: 28.23560246367535
Speed 53: 28.732039009551837
Speed 54: 29.15287055850871
Speed 55: 29.047399632139754
Speed 56: 29.07712724712117
Speed 57: 29.162855907635983
Speed 58: 29.649658957424084
Speed 59: 29.52283850898314
Speed 60: 29.268302237390728
Speed 61: 29.372899837562517
Speed 62: 29.17528401145298
Speed 63: 29.51200770878185
Speed 64: 30.436633191685075
Speed 65: 30.706941105142352
Speed 66: 31.790244758217824
Speed 67: 31.58938184693875
Speed 68: 31.064173933712567
Speed 69: 30.79367372670152
Speed 70: 30.729893229858266
Speed 71: 30.297193306121752
Speed 72: 29.925224338232315
Speed 73: 30.785323032589012
Speed 74: 30.608770942657895
Speed 75: 31.277014264946242
Speed 76: 30.95922630996524
Speed 77: 31.496834092966335
Speed 78: 31.574554748829314
Speed 79: 31.999546838669772
Speed 80: 32.14349463897936
Speed 81: 32.835074441247464
Speed 82: 33.37853471449459
Speed 83: 32.421273726425625
Speed 84: 32.09894262947008
Speed 85: 31.77512591799341
Speed 86: 32.0684766909103
Speed 87: 32.001963542512094
Speed 88: 32.16976025836618
Speed 89: 31.637963716917493
Speed 90: 32.219182678218715
Speed 91: 32.11479246782935
Speed 92: 32.61306890816236
Speed 93: 32.84853564604884
Speed 94: 32.45411123553896
Speed 95: 32.00386484721724
Speed 96: 31.22854727152667
Speed 97: 30.634286030996325
Speed 98: 30.65741337857069
Speed 99: 30.53506226795684
Speed 100: 30.696942725474454
Speed 101: 30.987708017708954
Speed 102: 30.981861488499494
Speed 103: 31.932119098581538
Speed 104: 32.686922510906655
Speed 105: 33.218186304756784
Speed 106: 31.878091279444277
Speed 107: 31.13166218106452
Speed 108: 32.50686936373316
Speed 109: 33.29364140597143
Speed 110: 33.35347651552599
Speed 111: 33.49000835596646
Speed 112: 33.17177259301164
Speed 113: 32.33539885086234
Speed 114: 31.998236218219297
Speed 115: 32.52735450765685
Speed 116: 31.694427027413305
Speed 117: 32.2081520492276
Speed 118: 32.61868825633964
Speed 119: 32.454736834581674
Speed 120: 32.174132349037244
Speed 121: 31.750106387105284
Speed 122: 31.13613445982019
Speed 123: 30.79612024442278
Speed 124: 31.26318689699154
Speed 125: 31.22050423138469
Speed 126: 30.91677048155454
Speed 127: 30.63176334581235
Speed 128: 31.209482121347303
Speed 129: 30.36543160957214
Speed 130: 30.78202082828885
Speed 131: 31.535833983455223
Speed 132: 32.488033454020396
Speed 133: 33.197105056459584
Speed 134: 33.53239461120085
Speed 135: 33.424654724595115
Speed 136: 33.32537225688311
Speed 137: 33.757107091029376
Speed 138: 33.64780508936484
Speed 139: 33.28480055820044
Speed 140: 33.72204375121183
Speed 141: 34.26553075491761
Speed 142: 33.75496259066885
Speed 143: 33.505760253488496
Speed 144: 33.53326987267138
Speed 145: 33.62481407223915
Speed 146: 34.031114600640734
Speed 147: 34.43917784738544
Speed 148: 34.01071440191485
Speed 149: 33.91799603543136
Speed 150: 34.40782485221971
Speed 151: 33.51526390459177
Speed 152: 33.300966423792794
Speed 153: 33.916179074447925
Speed 154: 34.42598152321906
Speed 155: 34.52381649929943
Speed 156: 34.043397597789664
Speed 157: 34.07268013272059
Speed 158: 34.371675132723404
Speed 159: 33.81633025665292
Speed 160: 33.297377836733716
Speed 161: 32.44628001902978
Speed 162: 32.56486554695146
Speed 163: 33.2458041609077
Speed 164: 33.31124416958004
Speed 165: 34.08244283961224
Speed 166: 34.10852770302962
Speed 167: 34.27332376357408
Speed 168: 34.100751656242
Speed 169: 34.130038721672605
Speed 170: 34.25634713343432
Speed 171: 34.34337952526175
Speed 172: 34.36015567424869
Speed 173: 34.70987090103735
Speed 174: 35.46512737063087
Speed 175: 35.23996391437159
Speed 176: 35.02178863644095
Speed 177: 35.67213776237273
Speed 178: 36.115129348232955
Speed 179: 36.454297644799084
Speed 180: 36.82247556215199
Speed 181: 35.96077428351763
Speed 182: 36.68928990286227
Speed 183: 37.12802342355814
Speed 184: 36.80857045560947
Speed 185: 36.30537387474395
Speed 186: 36.0750296214675
Speed 187: 35.70047563973742
Speed 188: 35.4714207253323
Speed 189: 35.47422562161538
Speed 190: 35.62592331863201
Speed 191: 35.3288244771891
Speed 192: 35.83704661947842
Speed 193: 35.73949493244023
Speed 194: 34.727345306746955
Speed 195: 35.224855154146994
Speed 196: 34.40088157769897
Speed 197: 34.25490163789638
Speed 198: 34.01776163891987
Speed 199: 34.45822755426703
Speed 200: 35.47756792563758
Speed 201: 35.378732846907916
Speed 202: 35.1850167861467
Speed 203: 35.2737237767695
Speed 204: 34.50471324277527
Speed 205: 34.88926729804205
Speed 206: 35.0072803118364
Speed 207: 35.07429689672633
Speed 208: 34.04000523887932
Speed 209: 33.81879208589528
Speed 210: 33.671636941811215
Speed 211: 34.04375701655743
Speed 212: 34.308840217119695
Speed 213: 34.348681166621525
Speed 214: 34.7824598570701
Speed 215: 34.84284280949687
Speed 216: 35.06103465583791
Speed 217: 35.25889088902746
Speed 218: 35.48947954686991
Speed 219: 35.80720059848781
Speed 220: 35.488610615882294
Speed 221: 35.33578397049881
Speed 222: 35.56835742635172
Speed 223: 35.50602598100009
Speed 224: 36.09733087408665
Speed 225: 36.06165577807146
Speed 226: 36.30223170520157
Speed 227: 36.320421402803326
Speed 228: 36.119612952340916
Speed 229: 35.985881300181845
Speed 230: 36.155545536972525
Speed 231: 36.43769926887587
Speed 232: 35.945125942579885
Speed 233: 36.21350810951825
Speed 234: 36.61606674890471
Speed 235: 36.23489083154906
Speed 236: 36.411970915450546
Speed 237: 36.98178463816746
Speed 238: 37.36096648921037
Speed 239: 37.601956473766776
Speed 240: 37.876617087146116
Speed 241: 37.737627405392836
Speed 242: 37.46680500948633
Speed 243: 36.93035274667291
Speed 244: 38.15506772247384
Speed 245: 37.907457239145685
Speed 246: 37.45072535109794
Speed 247: 37.98072067604902
Speed 248: 38.306708740279824
Speed 249: 37.751597048576045
Speed 250: 37.9384379420677
Speed 251: 38.5296469843696
Speed 252: 39.05125692254167
Speed 253: 38.96070585315933
Speed 254: 39.1135960853224
Speed 255: 39.890456640161155
Speed 256: 39.72921578686993
Speed 257: 39.900109965044194
Speed 258: 39.518724092425636
Speed 259: 39.71260256175915
Speed 260: 39.4173442453284
Speed 261: 40.98046074052364
Speed 262: 40.94862537813961
Speed 263: 41.09605602797046
Speed 264: 41.538939046807464
Speed 265: 40.84298894918355
Speed 266: 39.805012878820826
Speed 267: 40.811992883972586
Speed 268: 41.07106815074852
Speed 269: 41.18069327478195
Speed 270: 40.95117866561765
Speed 271: 40.58483487159814
Speed 272: 40.547659417146185
Speed 273: 40.68651097220704
Speed 274: 40.657011191107664
Speed 275: 41.04280503732483
Speed 276: 40.96344116227413
Speed 277: 40.682408824513374
Speed 278: 40.861274569283054
Speed 279: 41.03892933033403
Speed 280: 41.91937828073535
Speed 281: 42.11375096088985
Speed 282: 42.257213443306505
Speed 283: 41.50432341915089
Speed 284: 41.57200189052541
Speed 285: 41.002652055318016
Speed 286: 40.135045519170795
Speed 287: 39.58644140715699
Speed 288: 39.14016108970695
Speed 289: 39.644661629876786
Speed 290: 39.86549848562412
Speed 291: 39.77071586079908
Speed 292: 40.02504027618391
Speed 293: 40.632495269014285
Speed 294: 40.350142552910036
