Lane: 3
Distance: 53.7216862524765
Speed 0: 33.5135620383131
Speed 1: 33.42298465959419
Speed 2: 33.194593049125054
Speed 3: 33.223764218582986
Speed 4: 33.46806737163902
Speed 5: 34.423458052561145
Speed 6: 34.218244471129154
Speed 7: 34.57434897453902
Speed 8: 34.634327582793965
Speed 9: 34.98696103442106
Speed 10: 35.05610190182174
Speed 11: 35.65257986882117
Speed 12: 35.56553142036675
Speed 13: 36.029698882859165
Speed 14: 35.6305779019158
Speed 15: 35.30941687079026
Speed 16: 35.88965951771426
Speed 17: 35.362604884112166
Speed 18: 35.74098530738623
Speed 19: 35.67007313705165
Speed 20: 34.98493293682115
Speed 21: 36.45723542946868
Speed 22: 35.735226375470276
Speed 23: 35.691795482390056
Speed 24: 35.45474214524255
Speed 25: 35.04058453152982
Speed 26: 35.49143148187013
Speed 27: 35.393262072733485
Speed 28: 35.05436062877757
Speed 29: 35.613105002282644
Speed 30: 35.7289731597245
Speed 31: 35.214861899216
Speed 32: 35.114605527700576
Speed 33: 34.00498824016534
Speed 34: 34.10588160699858
Speed 35: 34.13057077539401
Speed 36: 34.799346657408634
Speed 37: 35.03584169005351
Speed 38: 34.678611311399756
Speed 39: 34.179436547754534
Speed 40: 34.481295550169996
Speed 41: 33.56855854346271
Speed 42: 33.68855986926298
Speed 43: 33.80506885414655
Speed 44: 35.067879872378235
Speed 45: 34.35910625492653
Speed 46: 34.172334440058016
Speed 47: 34.98461325812963
Speed 48: 35.087231216328924
Speed 49: 35.41210193190833
Speed 50: 35.615971144200984
Speed 51: 35.50446404975715
Speed 52: 35.12622357809485
Speed 53: 35.080417122949555
Speed 54: 35.62407241181852
Speed 55: 35.490803669079824
Speed 56: 35.206573249235056
Speed 57: 34.80815207588648
Speed 58: 33.972979799328336
Speed 59: 33.542611531090806
Speed 60: 33.70180780522684
Speed 61: 33.21889050881248
Speed 62: 33.24064652824568
Speed 63: 32.983098450142364
Speed 64: 32.428240017714685
Speed 65: 32.51316805846096
Speed 66: 33.984146906646316
Speed 67: 32.81027318735609
Speed 68: 32.14791957030902
Speed 69: 31.89978274169452
Speed 70: 31.811082744368456
Speed 71: 31.802880838580723
Speed 72: 33.07980791822317
Speed 73: 33.96279688127551
Speed 74: 33.913328826050936
Speed 75: 34.0803757169086
Speed 76: 35.147608376459004
Speed 77: 34.90224464126642
Speed 78: 34.960440021909044
Speed 79: 34.83812145526816
Speed 80: 34.188970060516574
Speed 81: 33.29214543147237
Speed 82: 32.94966038818316
Speed 83: 33.35687271352823
Speed 84: 33.51594696311659
Speed 85: 34.47059254639512
Speed 86: 34.874892527696396
Speed 87: 35.26504040999285
Speed 88: 35.22072287140167
Speed 89: 35.09128679923559
Speed 90: 35.12604588810844
Speed 91: 35.309414942714135
Speed 92: 35.12130262605727
Speed 93: 35.225050276501044
Speed 94: 35.05431453292762
Speed 95: 35.123534527336254
Speed 96: 34.7307202860009
Speed 97: 34.98965882431803
Speed 98: 35.67117182503005
Speed 99: 35.34697700788178
Speed 100: 35.75059584288298
Speed 101: 35.58514211594215
Speed 102: 35.72176229202269
Speed 103: 36.01944482737766
Speed 104: 36.266963572555674
Speed 105: 36.50325364267367
Speed 106: 36.09656960461609
Speed 107: 36.298151470620375
Speed 108: 35.874986009870824
Speed 109: 35.2502640135879
Speed 110: 34.86073946350655
Speed 111: 34.710677119867405
Speed 112: 35.09101227876099
Speed 113: 33.78920600856606
Speed 114: 33.904826667373364
Speed 115: 33.935916273735074
Speed 116: 34.594627765417535
Speed 117: 34.29961179005797
Speed 118: 34.85496972138694
Speed 119: 35.37909617680857
Speed 120: 35.23445318202599
Speed 121: 35.34505146258604
Speed 122: 34.917075314860504
Speed 123: 34.922854536375084
Speed 124: 34.45602072911518
Speed 125: 35.42912339305677
Speed 126: 34.36610625173135
Speed 127: 34.51355248996079
Speed 128: 35.13678261023772
Speed 129: 34.27562869799039
Speed 130: 34.683692385521454
Speed 131: 34.156094848197576
Speed 132: 33.62493283032455
