Lane: 2
Distance: -21.359516702778905
Speed 0: 30.527404751000084
Speed 1: 29.719392410542792
Speed 2: 29.313800126978272
Speed 3: 29.655458890615083
Speed 4: 29.827034729192448
Speed 5: 30.360995268699774
Speed 6: 30.559361560610437
Speed 7: 31.246742730379086
Speed 8: 30.284122214649454
Speed 9: 29.50305049229603
Speed 10: 29.681402191041247
Speed 11: 29.761863157730307
Speed 12: 29.53197443764061
Speed 13: 28.77489046609562
Speed 14: 28.891464397537174
Speed 15: 28.26052678707785
Speed 16: 27.884923910352533
Speed 17: 27.376612401317143
Speed 18: 27.123302146375625
Speed 19: 28.080434209925553
Speed 20: 28.73319306044706
Speed 21: 28.55407279077705
Speed 22: 28.724592730417132
Speed 23: 29.082574425719038
Speed 24: 28.631257885768363
Speed 25: 29.084342972178533
Speed 26: 28.404653149957262
Speed 27: 28.5328768317266
Speed 28: 28.85145209803319
Speed 29: 29.07681402330964
Speed 30: 30.104740742199187
Speed 31: 30.33846578242878
Speed 32: 30.538911833146372
Speed 33: 31.10997598701876
Speed 34: 30.719697956002697
Speed 35: 31.157431114238154
Speed 36: 31.712004679367283
Speed 37: 31.474983037068732
Speed 38: 30.951428447704753
Speed 39: 31.23627280151792
Speed 40: 31.966818402808293
Speed 41: 32.11371448521341
Speed 42: 31.43395109030179
Speed 43: 31.731370090824647
Speed 44: 31.468386271925063
Speed 45: 31.81737360422976
Speed 46: 33.126775238549506
Speed 47: 34.01979388685321
Speed 48: 34.71062536222011
Speed 49: 34.89292189045363
Speed 50: 35.21361479676246
Speed 51: 35.0546384747878
Speed 52: 34.71992145611445
Speed 53: 35.14650946576524
Speed 54: 34.865867552948956
Speed 55: 35.19290583654131
Speed 56: 34.83421533748585
Speed 57: 35.1927675871392
Speed 58: 35.02590444036524
Speed 59: 34.39107012572183
Speed 60: 34.23148904047834
Speed 61: 34.183908917288726
Speed 62: 35.005773010162535
Speed 63: 35.21097415497389
Speed 64: 34.87141327939216
Speed 65: 34.60426067035483
Speed 66: 34.66609255452558
Speed 67: 34.32271620553166
Speed 68: 34.539067816753914
Speed 69: 34.04411392891386
Speed 70: 34.220132025384046
Speed 71: 34.201517508659116
Speed 72: 34.24926472457364
Speed 73: 34.69549149987453
Speed 74: 34.00061743763663
Speed 75: 34.146025145089595
Speed 76: 34.21771225079013
Speed 77: 33.61758808213485
Speed 78: 33.03866085131273
Speed 79: 33.13956130654691
Speed 80: 32.2730218772516
Speed 81: 32.077972832179526
Speed 82: 32.25009454038659
Speed 83: 32.53070504174882
Speed 84: 31.343915216301223
Speed 85: 31.577778967122928
Speed 86: 31.140015090190385
Speed 87: 31.33202512967108
Speed 88: 31.689026441926035
Speed 89: 31.680967229056876
Speed 90: 31.564609215344465
Speed 91: 30.88155419873057
Speed 92: 31.782409131657264
Speed 93: 31.837208169704148
Speed 94: 31.38019246066434
Speed 95: 30.321842896515744
Speed 96: 31.089302561959887
Speed 97: 31.847894720342467
Speed 98: 31.45633402057522
Speed 99: 31.894303856592703
Speed 100: 31.726800140762215
Speed 101: 31.413862076391922
Speed 102: 31.968270240204877
Speed 103: 32.051235760965675
Speed 104: 32.24419244072725
Speed 105: 33.31756438466062
Speed 106: 32.576571203747875
Speed 107: 32.52433290575891
Speed 108: 32.535708689446516
Speed 109: 31.873315871326543
Speed 110: 31.850295996546627
Speed 111: 31.740304416785502
Speed 112: 31.90149351140569
Speed 113: 30.96622046399671
Speed 114: 30.823218723575376
Speed 115: 31.515005036000073
Speed 116: 31.55282927975442
Speed 117: 31.942764282447374
Speed 118: 32.535522764860474
Speed 119: 33.07519635641692
Speed 120: 33.84134103459473
Speed 121: 34.083031798856325
Speed 122: 34.438622867199356
Speed 123: 35.08740894763503
Speed 124: 35.36892125420069
Speed 125: 36.19882496445752
Speed 126: 36.045881678682385
Speed 127: 36.5460900118438
Speed 128: 36.66604678593278
Speed 129: 37.667886260090825
Speed 130: 37.15424264328916
Speed 131: 37.00933466129208
Speed 132: 37.179207306281384
Speed 133: 36.90240435592096
Speed 134: 36.99526148108062
Speed 135: 36.59099223958785
Speed 136: 35.81926583265235
Speed 137: 35.818907692227775
Speed 138: 36.363006296663336
Speed 139: 36.70527207926035
Speed 140: 35.78405129811105
Speed 141: 36.089347233879565
Speed 142: 36.775958079007786
Speed 143: 36.24588457332043
Speed 144: 36.845694614981596
Speed 145: 36.23416563061082
Speed 146: 36.79347264100009
Speed 147: 36.47419477291523
Speed 148: 37.02447086277752
Speed 149: 36.09955773374131
Speed 150: 37.08748875849745
Speed 151: 37.27490983522287
Speed 152: 37.72611141180791
Speed 153: 38.05939099320914
Speed 154: 37.789005425111924
Speed 155: 37.2196670896421
Speed 156: 37.65300307853829
Speed 157: 37.28939779339243
Speed 158: 37.01075445274425
Speed 159: 37.17751448824292
Speed 160: 37.298475904026695
Speed 161: 37.366307487910206
Speed 162: 37.398030461999475
Speed 163: 37.65158514201063
Speed 164: 37.552767517769475
Speed 165: 37.47109947864672
Speed 166: 38.98647841501516
Speed 167: 38.67060373242097
Speed 168: 38.53844039429969
Speed 169: 37.92456777507261
Speed 170: 37.40356445052621
Speed 171: 37.261714805811266
Speed 172: 37.68014261982251
Speed 173: 36.961729697424474
Speed 174: 36.7556574802557
Speed 175: 36.669312818953976
Speed 176: 35.50542503095568
Speed 177: 35.21863841288728
Speed 178: 35.45092446306237
Speed 179: 35.39967853886043
Speed 180: 35.85587898947807
Speed 181: 35.400774766656454
Speed 182: 36.09457313025912
Speed 183: 36.448611345752745
Speed 184: 35.653096681577445
Speed 185: 35.74987911060688
Speed 186: 36.179907806667096
Speed 187: 36.34821024775744
Speed 188: 36.57355948238307
Speed 189: 36.89929792484314
Speed 190: 36.86105506472185
Speed 191: 36.57736650410521
Speed 192: 36.42923632807035
Speed 193: 35.830076259827734
Speed 194: 36.37661236311429
Speed 195: 36.14920007774907
Speed 196: 36.60292159671371
Speed 197: 36.64144403576745
Speed 198: 37.078772533259006
Speed 199: 36.94047174348133
Speed 200: 37.55946086942298
Speed 201: 37.52621812960536
Speed 202: 36.90435185253948
Speed 203: 36.67561586056192
Speed 204: 37.05098389556231
Speed 205: 37.37879681765987
Speed 206: 37.2435744539236
Speed 207: 36.4477046062802
Speed 208: 36.906398100516
Speed 209: 35.99721322764724
Speed 210: 35.666479946556386
Speed 211: 36.187164812182715
Speed 212: 36.81540143766092
Speed 213: 36.551019160171535
Speed 214: 36.15757357215402
Speed 215: 36.39559231001068
Speed 216: 37.095832264579556
Speed 217: 36.900223303944344
Speed 218: 36.7342415035044
Speed 219: 36.67052228267495
Speed 220: 36.49620222726366
Speed 221: 36.202474641804464
Speed 222: 36.0003830078104
Speed 223: 35.36908201928129
Speed 224: 35.23228835506283
Speed 225: 34.31716631810499
Speed 226: 34.88076898123998
Speed 227: 34.42561760954634
Speed 228: 34.89379207621289
Speed 229: 35.74600865155491
Speed 230: 35.02573369801594
Speed 231: 35.08641009920447
Speed 232: 34.71480867662238
Speed 233: 34.517319969870236
Speed 234: 34.20633901904624
Speed 235: 33.692817581051166
Speed 236: 33.89224834224083
Speed 237: 33.29038628749047
Speed 238: 33.334368619971514
Speed 239: 32.8282063434256
Speed 240: 33.96337791556595
Speed 241: 33.86405192725099
Speed 242: 34.371192085799834
Speed 243: 34.0829082697701
Speed 244: 33.99039291681459
Speed 245: 34.45130057540938
Speed 246: 33.74053537931962
Speed 247: 33.58823594699278
Speed 248: 34.027308722708796
Speed 249: 34.26928208213237
Speed 250: 34.439623486258895
Speed 251: 34.508909950993825
Speed 252: 34.78543702947271
Speed 253: 34.67650506864114
Speed 254: 35.00510537791605
Speed 255: 34.62205931395846
Speed 256: 34.546819928531434
Speed 257: 34.199063704732104
Speed 258: 33.79706841544542
Speed 259: 33.89385327492337
Speed 260: 33.58846884894965
Speed 261: 34.327256385525374
Speed 262: 35.40135690848729
Speed 263: 36.0366618145634
Speed 264: 36.48263923594324
Speed 265: 36.75853649514174
Speed 266: 36.99583180076471
Speed 267: 36.30833185920251
Speed 268: 35.32692656972981
Speed 269: 35.204846602632344
Speed 270: 35.06701184793372
Speed 271: 36.25454683997738
Speed 272: 35.748295044484976
Speed 273: 36.9296884870975
Speed 274: 36.40547710015137
Speed 275: 36.4156243745959
Speed 276: 35.601052522512816
Speed 277: 36.37407527745631
Speed 278: 36.242740185093446
Speed 279: 35.55689341684373
Speed 280: 36.429312034001974
Speed 281: 35.47911379631947
Speed 282: 35.84612181229747
Speed 283: 35.3601254238013
Speed 284: 35.60406393712575
Speed 285: 36.025391787800615
Speed 286: 36.0235420079311
Speed 287: 36.60398650468011
Speed 288: 36.531680545016584
Speed 289: 36.33831502096032
Speed 290: 35.73527959760736
Speed 291: 34.81392891393685
Speed 292: 33.72578385044083
Speed 293: 33.99585672897231
Speed 294: 33.73424713517181
Speed 295: 34.07743201381246
Speed 296: 34.94007002844075
Speed 297: 35.41273892910643
Speed 298: 34.799145293332614
Speed 299: 34.53476404288079
Speed 300: 34.25606748880773
Speed 301: 34.82607785570063
Speed 302: 35.25266642944241
Speed 303: 34.85893672289842
Speed 304: 35.60195121790937
Speed 305: 35.40360955371306
Speed 306: 34.97093547911037
Speed 307: 35.30507905825842
Speed 308: 34.63207309042486
Speed 309: 35.18714276010812
Speed 310: 36.45586267370878
Speed 311: 37.244913155859486
Speed 312: 37.14120495613583
Speed 313: 37.7317366394935
Speed 314: 38.42556556685752
Speed 315: 38.64275906710998
Speed 316: 39.15212702024338
Speed 317: 38.978633395633594
Speed 318: 38.94373839536661
Speed 319: 39.286224190550364
Speed 320: 38.889292229025344
Speed 321: 39.42982637169474
Speed 322: 39.036159360287115
Speed 323: 39.279934348042396
Speed 324: 38.98542453370296
Speed 325: 39.30683024635743
Speed 326: 39.03824006710932
Speed 327: 39.02221319041576
Speed 328: 38.70445186639084
Speed 329: 38.84645431287864
Speed 330: 38.48486756688981
Speed 331: 39.322766831828154
Speed 332: 38.635313016977946
Speed 333: 38.5417459067694
Speed 334: 38.26628263844758
Speed 335: 38.37866184226888
Speed 336: 38.426823287633205
Speed 337: 38.69398941919126
Speed 338: 38.90287034462609
Speed 339: 38.3759570411424
Speed 340: 39.22762815039894
Speed 341: 39.17555967401461
Speed 342: 38.891074090087855
Speed 343: 38.96352515186503
Speed 344: 39.71858365025682
Speed 345: 39.314705305642796
Speed 346: 39.39645915628128
Speed 347: 39.580548842777894
Speed 348: 38.8956844322456
Speed 349: 38.44436205077306
Speed 350: 38.51532372722893
Speed 351: 38.29757212273373
Speed 352: 39.03304464081031
Speed 353: 38.38331667439599
Speed 354: 38.31337796817489
Speed 355: 38.51621354401067
Speed 356: 38.052246506434486
Speed 357: 37.85182967217925
Speed 358: 37.76021376174404
Speed 359: 37.51357512726192
Speed 360: 38.10410458856231
Speed 361: 37.889360323834644
Speed 362: 38.018708074242056
Speed 363: 37.717389758011954
Speed 364: 36.86992425198297
Speed 365: 35.65585130893839
Speed 366: 35.82387204122583
Speed 367: 35.824254619092926
Speed 368: 36.146875838115236
Speed 369: 36.147562887670375
Speed 370: 36.7785433307044
Speed 371: 36.46379762005234
Speed 372: 37.001583356491544
Speed 373: 36.154281078283965
Speed 374: 36.36119203624333
Speed 375: 35.910520662393225
Speed 376: 35.45282347553188
Speed 377: 35.590362396192035
Speed 378: 34.703080764192414
Speed 379: 35.324233239505865
Speed 380: 36.06688663386287
Speed 381: 36.39600472834569
Speed 382: 36.148757417037444
Speed 383: 36.577770812251025
Speed 384: 35.314940853144094
Speed 385: 35.094098560065646
Speed 386: 35.11204127861382
Speed 387: 35.24391190850631
Speed 388: 35.31371664706912
Speed 389: 35.20802042670898
Speed 390: 34.66551343736774
Speed 391: 35.09888034012573
Speed 392: 35.44206191376216
Speed 393: 35.048027117925514
Speed 394: 35.176226818570775
Speed 395: 35.49003931993642
Speed 396: 35.778312849904815
Speed 397: 36.29714526125393
Speed 398: 35.8496240538516
Speed 399: 35.48090052407255
Speed 400: 35.1942215035638
Speed 401: 35.96763648332769
Speed 402: 36.47665161333346
Speed 403: 35.799036434812066
Speed 404: 36.55319835616548
Speed 405: 35.80239914645653
Speed 406: 35.58584426350099
Speed 407: 35.224038539888234
Speed 408: 34.59142338869079
Speed 409: 35.5091843702653
Speed 410: 35.03458912234457
Speed 411: 35.4268655495135
Speed 412: 35.376617991762615
Speed 413: 34.91802268744089
Speed 414: 34.6055974152517
Speed 415: 34.33389244498576
Speed 416: 34.48073688504131
Speed 417: 34.85455192227522
Speed 418: 34.76656794604772
Speed 419: 35.13732827958261
Speed 420: 35.219140262053294
Speed 421: 35.41482227042542
Speed 422: 34.89450349874644
Speed 423: 35.69283778411201
Speed 424: 36.55071338360711
Speed 425: 36.09104501899442
Speed 426: 35.833264422028186
Speed 427: 36.02658359383957
Speed 428: 36.20170103573744
Speed 429: 36.502338676621235
Speed 430: 36.36589201475395
Speed 431: 36.87131601970335
Speed 432: 36.69093651529748
Speed 433: 36.22329957908848
Speed 434: 36.22899678730461
Speed 435: 35.68512542378186
Speed 436: 35.083345955126724
Speed 437: 34.79350111036546
Speed 438: 34.83673454064043
Speed 439: 34.481656247711555
Speed 440: 34.50821192863973
Speed 441: 34.14970900539723
Speed 442: 34.102101591453724
Speed 443: 34.2983649619439
Speed 444: 33.7789213111065
Speed 445: 34.360989655021456
Speed 446: 34.59507222983151
Speed 447: 35.229935053297865
Speed 448: 35.52273353977913
Speed 449: 35.92544253223543
Speed 450: 36.19841088086512
Speed 451: 36.188760433424044
Speed 452: 36.14879080806233
Speed 453: 35.79721419442055
Speed 454: 35.63057507672275
Speed 455: 36.06874984775963
Speed 456: 35.90497300971944
Speed 457: 35.85999973350371
Speed 458: 35.469796293390445
Speed 459: 36.26863585385539
Speed 460: 36.22635119687607
Speed 461: 35.80730466912595
Speed 462: 36.453278759406324
Speed 463: 36.643349841427124
Speed 464: 37.17587307397798
Speed 465: 36.930097370224715
Speed 466: 37.11994177915877
Speed 467: 37.27406290616779
Speed 468: 36.64829160016484
Speed 469: 37.077035841211355
Speed 470: 37.09971717217582
Speed 471: 36.64998483011259
Speed 472: 36.740875282417065
Speed 473: 36.54174472442613
Speed 474: 36.329453216967956
Speed 475: 36.56743940830787
Speed 476: 36.307592306551484
Speed 477: 36.76180662416054
Speed 478: 36.63308419979277
Speed 479: 36.96657875824141
Speed 480: 37.693720938446674
Speed 481: 38.0419969953757
Speed 482: 37.84069359161208
Speed 483: 38.059142377525944
Speed 484: 37.98663856738817
Speed 485: 37.62598451449058
Speed 486: 36.67347075679728
Speed 487: 36.76812198515116
Speed 488: 37.835990649958944
Speed 489: 38.59218397767575
Speed 490: 39.31927505493421
Speed 491: 38.50000240369908
Speed 492: 37.704498001960786
Speed 493: 37.357535729844244
Speed 494: 36.9182746720949
Speed 495: 36.5144781896633
Speed 496: 36.32387213397587
Speed 497: 36.728558420681104
Speed 498: 36.868474088180626
Speed 499: 37.131983076838786
Speed 500: 35.94876400497804
Speed 501: 36.205287063945185
Speed 502: 36.25109295925445
Speed 503: 36.56423224324018
Speed 504: 36.1924116063665
Speed 505: 36.35627177239507
Speed 506: 35.96827142059995
Speed 507: 34.71486942823514
Speed 508: 34.952847213493605
Speed 509: 34.50233748605372
Speed 510: 34.50961897688709
Speed 511: 34.95900010568451
Speed 512: 35.12665971471089
Speed 513: 35.60699359537931
Speed 514: 35.46325969489835
Speed 515: 33.966279694426824
Speed 516: 34.59150865453475
Speed 517: 34.00546458038281
Speed 518: 33.4876321020658
Speed 519: 33.83553865640083
Speed 520: 34.08294301106971
Speed 521: 33.854312540280375
Speed 522: 33.03253140876902
Speed 523: 33.819762232478496
Speed 524: 33.80473461822336
Speed 525: 33.304251703052955
Speed 526: 32.838682016851784
Speed 527: 33.375330343136106
Speed 528: 33.25723382561286
Speed 529: 33.37580891443499
Speed 530: 33.083824312979395
Speed 531: 33.51068219180155
Speed 532: 33.40160942760919
Speed 533: 34.284573277102915
Speed 534: 34.389152255521246
Speed 535: 35.18079839359578
Speed 536: 35.100156557765814
Speed 537: 34.78467617130914
Speed 538: 33.903930339294554
Speed 539: 33.62453530855563
Speed 540: 33.11243426216228
Speed 541: 33.13129858840733
Speed 542: 33.36794102099766
Speed 543: 33.2720368145034
Speed 544: 33.26388001442507
Speed 545: 33.37336007915044
Speed 546: 32.88692084391976
Speed 547: 31.623065197920653
Speed 548: 30.143743533496103
Speed 549: 30.456190358295967
Speed 550: 30.953904488905682
Speed 551: 31.449104269581074
Speed 552: 32.45880326031146
Speed 553: 32.67079603886222
Speed 554: 33.0720240818853
Speed 555: 32.92830009713199
Speed 556: 33.063662280072855
Speed 557: 32.71282837344672
Speed 558: 32.89313807191082
Speed 559: 32.70942607147152
Speed 560: 33.65658410491917
Speed 561: 34.87071601185326
Speed 562: 35.64898568308284
Speed 563: 36.05440898483732
Speed 564: 35.81462839071043
Speed 565: 34.91123053555331
Speed 566: 35.57252849862802
Speed 567: 34.83775647713863
Speed 568: 34.601253254210455
Speed 569: 34.54567559658181
Speed 570: 34.46401497338657
Speed 571: 34.83267042960626
Speed 572: 34.86753067380552
Speed 573: 34.93706853836574
Speed 574: 34.65091669589569
Speed 575: 34.74820565240278
Speed 576: 34.99495323753558
Speed 577: 35.42852305784416
Speed 578: 35.44856995442223
Speed 579: 35.01086499203137
Speed 580: 35.19858848815727
Speed 581: 35.141461640696626
Speed 582: 34.903378951809835
Speed 583: 35.80169951856637
Speed 584: 35.67684305537328
Speed 585: 35.004037105052035
Speed 586: 34.87744477795904
Speed 587: 34.86875003164538
Speed 588: 34.4396776730265
Speed 589: 34.0305630730492
Speed 590: 33.42538924533505
Speed 591: 32.47750712334452
Speed 592: 32.20438651116683
Speed 593: 32.04047381852877
Speed 594: 32.24954398750543
Speed 595: 31.8481600668179
Speed 596: 31.785718036125964
Speed 597: 31.96920163734039
Speed 598: 31.753187306796967
Speed 599: 31.431596276213256
Speed 600: 31.24813767320141
Speed 601: 31.039098142595172
Speed 602: 30.483378413725756
Speed 603: 31.266499133049077
Speed 604: 31.51482707486285
Speed 605: 30.75126413757673
Speed 606: 31.591731432851976
Speed 607: 32.06435271473303
Speed 608: 32.46066644481105
Speed 609: 32.39765727756155
Speed 610: 32.226908424879724
Speed 611: 32.784415739811315
Speed 612: 33.16586208978756
Speed 613: 33.5251818343854
Speed 614: 34.55561463697378
Speed 615: 33.98426025930132
Speed 616: 33.648212466665655
Speed 617: 33.86014381824285
Speed 618: 33.726422293882344
Speed 619: 33.6664136181578
Speed 620: 34.22236667293492
Speed 621: 34.324695687198705
Speed 622: 34.23757897540655
Speed 623: 33.892612164984584
Speed 624: 34.13740240554278
Speed 625: 34.43380285958478
Speed 626: 34.08909486450353
Speed 627: 33.69272421298568
Speed 628: 33.03812005860676
Speed 629: 33.368093150245556
Speed 630: 33.94771032399952
Speed 631: 33.624131481340626
Speed 632: 33.197591637613385
Speed 633: 33.324095618568066
Speed 634: 32.706605423568234
Speed 635: 32.47169683007043
Speed 636: 32.79059794836663
