Lane: 3
Distance: 20.00902286485133
Speed 0: 35.01594104348465
Speed 1: 34.86902475093779
Speed 2: 34.439433002311375
Speed 3: 35.01248003731915
Speed 4: 34.83676212579302
Speed 5: 35.259656585428345
Speed 6: 35.26955446911869
Speed 7: 34.91584794371283
Speed 8: 34.854340577559434
Speed 9: 33.70159012397255
Speed 10: 33.15705017902921
Speed 11: 34.19634037204686
Speed 12: 34.5639349361072
Speed 13: 34.6416251486406
Speed 14: 34.35004877782241
Speed 15: 34.251804345888225
Speed 16: 33.7219795729635
Speed 17: 33.54007632860787
Speed 18: 32.851887972743505
Speed 19: 32.78609516866684
Speed 20: 32.65076641298037
Speed 21: 32.62860505132818
Speed 22: 32.220707120319226
Speed 23: 32.99677824286522
Speed 24: 33.22522244716276
Speed 25: 33.167645992121564
Speed 26: 33.55829960597776
Speed 27: 33.2742832384621
Speed 28: 33.35679631365506
Speed 29: 33.902268625367014
Speed 30: 33.86587577354403
Speed 31: 32.99615630343425
Speed 32: 33.63873019284694
Speed 33: 33.637203669373626
Speed 34: 33.19380091233555
Speed 35: 31.944748999352957
Speed 36: 32.46811659571277
Speed 37: 32.16809166276542
Speed 38: 32.39124124951795
Speed 39: 32.66008873720336
Speed 40: 32.25084548312102
Speed 41: 32.34946718998846
Speed 42: 33.35313876065662
Speed 43: 32.809834155335324
Speed 44: 33.48254070865297
Speed 45: 32.5740296615653
Speed 46: 31.4640280280897
Speed 47: 31.2868623496458
Speed 48: 31.243967102238983
Speed 49: 31.05801854198507
Speed 50: 30.90421235084253
Speed 51: 31.014466828449496
Speed 52: 30.847465145329828
Speed 53: 31.601635541885056
Speed 54: 32.33045212247339
Speed 55: 32.65563884013375
Speed 56: 31.852259223799017
Speed 57: 31.381327999532438
Speed 58: 31.301248154765638
Speed 59: 31.347854538655184
Speed 60: 31.46741221648032
Speed 61: 31.284052060109573
Speed 62: 31.963568534688044
Speed 63: 32.06517403800981
Speed 64: 32.29865312122568
Speed 65: 32.4896361359398
Speed 66: 32.153466744702584
Speed 67: 32.1471421724366
Speed 68: 32.00472015792262
Speed 69: 32.67083710503113
Speed 70: 32.78400837173547
Speed 71: 32.71206450946846
Speed 72: 32.704294905090954
Speed 73: 33.057189214264945
Speed 74: 32.709834741973125
Speed 75: 32.776876098476116
Speed 76: 31.514428093655567
Speed 77: 32.27088521191986
Speed 78: 32.06106276892374
Speed 79: 31.737311404963563
Speed 80: 31.472356537906265
Speed 81: 31.49752079722363
Speed 82: 31.58424659528534
Speed 83: 31.99735926754634
Speed 84: 32.16933102399986
Speed 85: 31.987567899444617
Speed 86: 32.86548390075371
Speed 87: 32.827847287656475
Speed 88: 33.165083865452644
Speed 89: 33.156248167636946
Speed 90: 33.03815151475852
Speed 91: 32.84224061211066
Speed 92: 32.79911134137808
Speed 93: 32.44570898700644
Speed 94: 32.97903081202148
Speed 95: 32.39302242128511
Speed 96: 33.25534254466447
Speed 97: 32.435816698439325
Speed 98: 32.22248675709641
Speed 99: 32.130523916807476
Speed 100: 32.86140164143281
Speed 101: 31.021065927659684
Speed 102: 30.61710451888479
Speed 103: 31.241723947181157
Speed 104: 30.53205735510188
Speed 105: 31.266169432889868
Speed 106: 30.976451015710346
Speed 107: 30.961948072324308
Speed 108: 31.49382098523449
Speed 109: 30.836331538332068
Speed 110: 31.326892374739636
Speed 111: 32.05918055008446
Speed 112: 32.73820597117682
