Lane: 2
Distance: -62.188827938722
Speed 0: 30.406932254689423
Speed 1: 30.69129345424966
Speed 2: 30.085865635277866
Speed 3: 29.888998779430672
Speed 4: 29.931625066715867
Speed 5: 29.981336060070138
Speed 6: 29.21602793787083
Speed 7: 29.379839527488222
Speed 8: 29.519437773745327
Speed 9: 29.330912170608936
Speed 10: 29.332999670150187
Speed 11: 28.591253893466185
Speed 12: 27.85135608580401
Speed 13: 27.91869971697313
Speed 14: 27.584838121515048
Speed 15: 27.5790603614029
Speed 16: 27.9988056975617
Speed 17: 27.91184073240912
Speed 18: 26.50650670499452
Speed 19: 26.431179885984076
Speed 20: 26.190657874987057
Speed 21: 26.073310697825598
Speed 22: 26.523176104111375
Speed 23: 25.73391101114082
Speed 24: 25.85588932309481
Speed 25: 26.641041279050427
Speed 26: 26.328069721566198
Speed 27: 26.564233664659067
Speed 28: 27.047386554144467
Speed 29: 27.152502273695514
Speed 30: 26.8099537835298
Speed 31: 26.4551932781758
Speed 32: 26.82709335505879
Speed 33: 27.123167900449655
Speed 34: 26.72993369291404
Speed 35: 26.1416971157335
Speed 36: 25.501293758659003
Speed 37: 26.33211968925139
Speed 38: 26.29814712905614
Speed 39: 27.47826142188285
Speed 40: 27.75603422341812
Speed 41: 27.975795384835017
Speed 42: 28.12893162898761
Speed 43: 28.62850655408629
Speed 44: 28.145474961564254
Speed 45: 29.22548151574962
Speed 46: 29.175330664443706
Speed 47: 28.823630618347302
Speed 48: 28.974911119491512
Speed 49: 29.521080557506913
Speed 50: 29.017303119615427
Speed 51: 29.30073780583596
Speed 52: 28.94251572704272
Speed 53: 28.68937896045548
Speed 54: 28.444637751077963
Speed 55: 28.826408484320922
Speed 56: 28.271872118423733
Speed 57: 28.36818017344104
Speed 58: 28.196471241399745
Speed 59: 27.77286615242048
Speed 60: 27.16610435104324
Speed 61: 26.56466018878524
Speed 62: 25.74776217995884
Speed 63: 26.195845776833476
Speed 64: 26.075019195517864
Speed 65: 26.154345160550985
Speed 66: 26.743439842791783
Speed 67: 26.133381264326008
Speed 68: 25.66260842666815
Speed 69: 25.78996619501504
Speed 70: 24.877926418974855
Speed 71: 24.58857216247642
Speed 72: 24.126125625926186
Speed 73: 24.290886847010952
Speed 74: 24.077978913829018
Speed 75: 25.082053553517497
Speed 76: 25.550999239552194
Speed 77: 25.12437999741454
Speed 78: 24.930723278686113
Speed 79: 24.75693102222839
Speed 80: 26.41021819678367
Speed 81: 25.6551183747946
Speed 82: 25.756888224996906
Speed 83: 24.71467215731614
Speed 84: 24.71120343671318
Speed 85: 25.666148717667685
Speed 86: 25.461921001830632
Speed 87: 26.014198212566658
Speed 88: 25.981140599590056
Speed 89: 25.769891241177337
Speed 90: 25.644063061704138
Speed 91: 25.350611739114136
Speed 92: 25.037582603169223
Speed 93: 24.372485397006976
Speed 94: 25.125885761481698
Speed 95: 24.929347563584976
Speed 96: 25.076234718967854
Speed 97: 24.63796879324796
Speed 98: 25.196464072955635
Speed 99: 25.05968618400172
Speed 100: 25.01416985007282
Speed 101: 24.099681532424846
Speed 102: 24.29766963799465
Speed 103: 25.203422490404776
Speed 104: 24.76888369740482
Speed 105: 24.53976912055358
Speed 106: 23.97060714144607
Speed 107: 24.03518822856626
Speed 108: 24.06720032751967
Speed 109: 24.419740878266907
Speed 110: 24.695477651667368
Speed 111: 24.289219628574568
Speed 112: 24.401693653106754
Speed 113: 24.23754309974552
Speed 114: 23.692026611057162
Speed 115: 23.628598674575855
Speed 116: 25.529428782059412
Speed 117: 26.687014099062385
Speed 118: 26.75692739794621
Speed 119: 27.62635600195159
Speed 120: 27.60366431987845
Speed 121: 27.57709515015771
Speed 122: 26.602309256342828
Speed 123: 26.122256473370683
Speed 124: 25.730506841377444
Speed 125: 25.78426635721016
Speed 126: 25.7912586246398
Speed 127: 25.501787448943865
Speed 128: 25.207380849176943
Speed 129: 25.124304281372968
Speed 130: 24.433598456031827
Speed 131: 24.127279175847548
Speed 132: 23.936634240943402
Speed 133: 23.312159774406965
Speed 134: 23.147040827774692
Speed 135: 22.72963724600744
Speed 136: 23.347328442012177
Speed 137: 23.225426543442616
Speed 138: 23.130653709314327
Speed 139: 23.34466776282501
Speed 140: 23.623151921245327
Speed 141: 22.755031019095252
Speed 142: 22.566638964541486
Speed 143: 22.112122801415442
Speed 144: 22.039537679318833
Speed 145: 21.771371418719376
Speed 146: 21.84990615014828
Speed 147: 21.3596765273672
Speed 148: 21.075792906607106
Speed 149: 20.78021307214593
Speed 150: 21.321508757381377
Speed 151: 21.50551058702165
Speed 152: 21.689954940814484
Speed 153: 21.54679580040947
Speed 154: 21.354436874362694
Speed 155: 21.634938318611514
Speed 156: 22.023655285508408
Speed 157: 22.03122867832283
Speed 158: 22.60205265106088
Speed 159: 23.239130164818473
Speed 160: 22.406781145124015
Speed 161: 22.62197058751554
Speed 162: 22.600669623270022
Speed 163: 22.794814030254145
Speed 164: 23.352802294267516
Speed 165: 22.892533212721794
Speed 166: 22.082396161510513
Speed 167: 22.635491897936035
Speed 168: 22.136249575470828
Speed 169: 21.79313981851031
Speed 170: 21.895450265220134
Speed 171: 21.552399354639455
Speed 172: 20.756294040481656
Speed 173: 20.77338892418952
Speed 174: 20.38264659470859
Speed 175: 20.681576533643725
Speed 176: 20.428538255604398
Speed 177: 20.084315186243998
Speed 178: 19.979314916688892
Speed 179: 20.505391655108227
Speed 180: 20.959343695927068
Speed 181: 20.41273060469721
Speed 182: 21.81258442924067
Speed 183: 21.649696266948155
Speed 184: 21.073488402468403
Speed 185: 21.517604397492793
Speed 186: 21.336768168815617
Speed 187: 22.41362792273544
Speed 188: 22.837332100476207
Speed 189: 22.737972177321822
Speed 190: 23.525625616187924
Speed 191: 23.950183221923147
Speed 192: 23.3357356234557
Speed 193: 23.779932678241902
Speed 194: 23.521688957267678
Speed 195: 23.48002581464434
Speed 196: 23.54555303925307
Speed 197: 23.10600503311994
Speed 198: 22.439333893674586
Speed 199: 22.623225899134734
Speed 200: 21.929109149799803
Speed 201: 20.64150783641517
Speed 202: 20.223455034229453
Speed 203: 20.389001244973652
Speed 204: 20.25406067818867
Speed 205: 20.887626148498704
Speed 206: 20.979502896214548
Speed 207: 20.596348070241007
Speed 208: 20.376556295001258
Speed 209: 19.65828561536667
Speed 210: 20.201184227719633
Speed 211: 19.510634184678153
Speed 212: 19.050430368618517
Speed 213: 18.970287258404202
Speed 214: 18.971463890649613
Speed 215: 18.22013870889472
Speed 216: 17.767370811284973
Speed 217: 17.89989111240463
Speed 218: 18.464752791903127
Speed 219: 18.639254572948214
Speed 220: 18.626349692152786
Speed 221: 17.84514532521772
Speed 222: 17.536474151941675
Speed 223: 17.797221272597202
Speed 224: 18.337694607524647
Speed 225: 18.782382561602272
Speed 226: 18.851418383825077
Speed 227: 19.453718617149665
Speed 228: 20.894448973731645
Speed 229: 20.5975180160403
Speed 230: 20.215960118367782
Speed 231: 20.975201581257643
Speed 232: 21.09293384395035
Speed 233: 21.149087688163988
Speed 234: 21.34527485199355
Speed 235: 21.01803159940107
Speed 236: 20.500633957025777
Speed 237: 20.11206020225162
Speed 238: 20.735033330667125
Speed 239: 20.016712998324834
Speed 240: 20.26604032114911
Speed 241: 19.987196591136353
Speed 242: 19.810513146778682
Speed 243: 20.18198863508285
Speed 244: 20.603983091761798
Speed 245: 20.775471360695267
Speed 246: 19.838911529512263
Speed 247: 20.624393883850157
Speed 248: 21.279492142449936
Speed 249: 21.32521055904551
Speed 250: 21.330339467525214
Speed 251: 22.23106407183529
Speed 252: 22.704676207482155
Speed 253: 22.690029005694694
Speed 254: 22.543859667769123
Speed 255: 22.44709111226361
Speed 256: 23.035707139462193
Speed 257: 23.555703031815536
Speed 258: 22.748991526066135
Speed 259: 22.981312725499166
Speed 260: 23.41337339118797
Speed 261: 22.660141808202113
Speed 262: 22.658659432482953
Speed 263: 21.770137629294695
Speed 264: 21.834884047265387
Speed 265: 20.793266796308913
Speed 266: 20.452394034454954
Speed 267: 20.146861077207387
Speed 268: 19.792436167136085
Speed 269: 20.518200175623367
Speed 270: 20.785955460492918
Speed 271: 20.58617103033122
Speed 272: 20.11963210988417
Speed 273: 20.000243951461552
Speed 274: 19.485687467311894
Speed 275: 19.972227469386727
Speed 276: 20.97061047016062
Speed 277: 21.497210419201675
Speed 278: 21.66305559197425
Speed 279: 21.580241200327677
Speed 280: 21.377688055596945
Speed 281: 22.250330341940742
Speed 282: 21.962362538179974
Speed 283: 22.74291181662785
Speed 284: 22.177142195617776
Speed 285: 22.029026368418673
Speed 286: 21.17199807205828
Speed 287: 21.25161517267242
Speed 288: 20.619751361734316
Speed 289: 21.45227606512954
Speed 290: 21.658412200960072
Speed 291: 21.92711057439848
Speed 292: 22.068449798980865
Speed 293: 21.522179391785297
Speed 294: 21.58423853565221
Speed 295: 22.502778879586085
Speed 296: 22.50705634258924
Speed 297: 21.998548241776835
Speed 298: 21.072376913429316
Speed 299: 20.71571341823328
Speed 300: 19.83459896946284
Speed 301: 20.249857653984137
Speed 302: 20.64044128707526
Speed 303: 20.202600373464982
Speed 304: 20.509591027699695
Speed 305: 20.221363701221204
Speed 306: 20.198556559833776
Speed 307: 20.384534335616266
Speed 308: 20.16255433109652
Speed 309: 20.371656005423077
Speed 310: 19.5287919801893
Speed 311: 19.587529474183285
Speed 312: 19.570053462989417
Speed 313: 18.54685689486536
Speed 314: 17.642011798499617
Speed 315: 16.712249995686154
Speed 316: 16.91940341264813
Speed 317: 16.98138322608396
Speed 318: 17.11836201467098
Speed 319: 16.455172768416897
Speed 320: 17.02465967375003
Speed 321: 17.516080283658724
Speed 322: 17.13259876614706
Speed 323: 17.720628904373957
Speed 324: 17.595167705983375
Speed 325: 16.70706519397836
Speed 326: 15.890717810902913
Speed 327: 16.257579554830418
Speed 328: 16.20555514949593
Speed 329: 16.646167622722896
Speed 330: 16.60198106035669
Speed 331: 16.73581650703708
Speed 332: 17.797579718527167
Speed 333: 18.49600426234287
Speed 334: 18.279590628037663
Speed 335: 18.467074990389225
Speed 336: 18.71429771192012
Speed 337: 19.094993295668175
Speed 338: 19.13049769826219
Speed 339: 18.88373177301467
Speed 340: 18.881920364396418
Speed 341: 18.64177680965723
Speed 342: 19.48346045027713
Speed 343: 20.10382356969479
Speed 344: 20.002016060255094
Speed 345: 20.216162190602
Speed 346: 20.133432558484156
Speed 347: 20.730053126468263
Speed 348: 21.25449338467726
Speed 349: 21.538798801032705
Speed 350: 21.97443093583997
Speed 351: 22.304716339860757
Speed 352: 22.891747266764906
Speed 353: 23.157312953429503
Speed 354: 23.233263217986764
Speed 355: 22.944650406187144
Speed 356: 22.158775037440552
Speed 357: 22.144850847187197
Speed 358: 21.774323080485132
Speed 359: 21.804327613963693
Speed 360: 22.374571826057238
Speed 361: 22.460984163777415
Speed 362: 22.253483328222604
Speed 363: 21.826919015791784
Speed 364: 21.11185141207982
Speed 365: 21.77825407975856
Speed 366: 20.889908570293937
Speed 367: 20.422517057178407
Speed 368: 19.265916090329874
Speed 369: 19.107845302455015
Speed 370: 18.936703022574726
Speed 371: 18.73455581225998
Speed 372: 18.70299086227178
Speed 373: 18.2923583250629
Speed 374: 17.835530504818532
Speed 375: 18.74444371144907
Speed 376: 18.577412237267385
Speed 377: 19.031241549740766
Speed 378: 18.61285602841427
Speed 379: 19.419220325790313
Speed 380: 20.176311391294213
Speed 381: 20.29182073240285
Speed 382: 19.74205493591811
Speed 383: 19.78555562878194
Speed 384: 19.809207878802468
Speed 385: 19.929019835847217
Speed 386: 19.439909527747382
Speed 387: 18.678409459657736
Speed 388: 18.759590978348754
Speed 389: 18.754445320181894
Speed 390: 18.755482831141578
