Lane: 1
Distance: 54.94841441614261
Speed 0: 26.920775745322942
Speed 1: 26.051609811235615
Speed 2: 26.405177183396077
Speed 3: 26.420370249128517
Speed 4: 26.80287123782077
Speed 5: 27.236703846827325
Speed 6: 26.108578787922117
Speed 7: 25.886777418119067
Speed 8: 25.551765777819337
Speed 9: 25.627847872822187
Speed 10: 24.65758117423733
Speed 11: 24.11232684049648
Speed 12: 24.613287192260312
Speed 13: 24.701733415286498
Speed 14: 24.157726144578174
Speed 15: 24.03111746105044
Speed 16: 24.580253989913363
Speed 17: 23.660470596929372
Speed 18: 23.55475629015824
Speed 19: 23.439924668512838
Speed 20: 23.533414375747363
Speed 21: 23.785304108831305
Speed 22: 24.740475359625325
Speed 23: 25.01736595683863
Speed 24: 24.723625223174853
Speed 25: 25.352600194647817
Speed 26: 24.923265995598854
Speed 27: 25.1413595432697
Speed 28: 25.92709106892456
Speed 29: 26.465748509608396
Speed 30: 26.87129334793566
Speed 31: 25.755524528574778
Speed 32: 25.70502326992209
Speed 33: 25.41133573664748
Speed 34: 26.07376987238684
Speed 35: 26.494094111455887
Speed 36: 26.624647202237366
Speed 37: 27.021868026387974
Speed 38: 26.69705978313196
Speed 39: 27.014202038323727
Speed 40: 27.061703369561144
Speed 41: 26.220099966053734
Speed 42: 26.392123035051196
Speed 43: 26.74570205036783
Speed 44: 27.342409342938147
Speed 45: 27.60610360672065
Speed 46: 28.10945556868182
Speed 47: 27.243291902640184
Speed 48: 27.056585821215023
Speed 49: 26.98533062267494
Speed 50: 26.820459440293682
Speed 51: 26.775938380545433
Speed 52: 26.48724025617605
Speed 53: 26.85532299579856
Speed 54: 26.359720221562316
Speed 55: 26.42230752741046
Speed 56: 26.45888388399721
Speed 57: 26.530852501186978
Speed 58: 26.056990342324443
Speed 59: 26.75660530466712
Speed 60: 26.64354344148985
Speed 61: 25.92411635906646
Speed 62: 26.324766868214972
Speed 63: 26.32310114524812
Speed 64: 26.27463036641941
Speed 65: 26.22669464139391
Speed 66: 26.424413123359052
Speed 67: 26.397791602295097
Speed 68: 26.011041811047868
Speed 69: 25.301449057101046
Speed 70: 25.45317502339836
Speed 71: 24.69407167080364
Speed 72: 25.253925533428077
Speed 73: 24.776995052550994
Speed 74: 24.35218804156807
Speed 75: 23.86123819504438
Speed 76: 23.179699360966527
Speed 77: 22.79340008113528
Speed 78: 22.651587355007027
Speed 79: 21.487785333656454
Speed 80: 20.265171588267105
Speed 81: 19.90723912460535
Speed 82: 20.348937545833383
Speed 83: 19.69871761753334
Speed 84: 19.66054807549402
Speed 85: 20.375826483284
Speed 86: 19.71412219167206
Speed 87: 19.494944108588683
Speed 88: 19.1233678679943
Speed 89: 19.56935165899325
Speed 90: 19.80128804160751
Speed 91: 20.110118464974903
Speed 92: 21.35832699635483
Speed 93: 22.173064607759365
Speed 94: 22.123542256914163
Speed 95: 22.022546279285084
Speed 96: 21.2981333349502
Speed 97: 20.44105099123393
Speed 98: 20.416230205844993
Speed 99: 19.76653247415373
Speed 100: 20.079210188845074
Speed 101: 19.68335054498366
Speed 102: 19.39187884773117
Speed 103: 18.61553857720159
Speed 104: 19.67061533931104
Speed 105: 20.050030113822594
Speed 106: 19.6950649932878
Speed 107: 19.77063850936088
Speed 108: 20.432184163351472
Speed 109: 19.968271626238018
Speed 110: 20.921570967591077
Speed 111: 20.40548352038468
Speed 112: 20.316802778748933
Speed 113: 19.49161358092535
Speed 114: 18.222358017898035
Speed 115: 18.727403408165948
Speed 116: 18.770254454172644
Speed 117: 17.903323964015378
Speed 118: 17.083023361450408
Speed 119: 17.655704061278865
Speed 120: 17.580406507017504
Speed 121: 18.296128130565794
Speed 122: 18.614421514683947
Speed 123: 18.581140090907027
Speed 124: 18.597305081291154
Speed 125: 18.319768257667832
Speed 126: 18.368661312282335
Speed 127: 18.338168821277392
Speed 128: 18.756927157606842
Speed 129: 18.6752179370688
Speed 130: 19.08699568300317
Speed 131: 19.54731182839062
Speed 132: 19.637693131881807
Speed 133: 18.981208964882214
Speed 134: 18.90097061185607
Speed 135: 17.947933288862988
Speed 136: 17.344622478186754
Speed 137: 17.709831644766904
Speed 138: 17.95727803948067
Speed 139: 17.955673600263175
Speed 140: 17.804457021764463
Speed 141: 17.434756548654324
Speed 142: 17.178350507183403
Speed 143: 17.660976265820405
Speed 144: 17.899315894500322
Speed 145: 17.213707647729986
Speed 146: 17.313134069012264
Speed 147: 17.38311548385637
Speed 148: 18.20745222054541
Speed 149: 17.328676345803363
Speed 150: 16.937111576255074
Speed 151: 17.423924494363295
Speed 152: 16.868458382157172
Speed 153: 18.061269198328393
Speed 154: 17.471797087267586
Speed 155: 17.486358159877145
Speed 156: 17.766131938854645
Speed 157: 18.206650510118767
Speed 158: 18.56425475249629
Speed 159: 18.3332159843535
Speed 160: 18.789819487174913
Speed 161: 18.412493243276067
Speed 162: 18.14500467194465
Speed 163: 18.373325902532027
Speed 164: 19.128114381493358
Speed 165: 19.014028762788215
Speed 166: 18.568857996610628
Speed 167: 19.173743950267244
Speed 168: 18.541343934017604
Speed 169: 19.460434678535947
Speed 170: 18.968393334306835
Speed 171: 19.288867557717484
Speed 172: 19.752213170479756
Speed 173: 20.14473019771117
Speed 174: 20.258231516531154
Speed 175: 20.282996292465146
Speed 176: 19.456406041767984
Speed 177: 19.06599622291182
Speed 178: 19.42831856658961
Speed 179: 19.760003149898314
Speed 180: 19.241062497092827
Speed 181: 19.414552007040367
Speed 182: 19.54056750133543
Speed 183: 20.416026922562065
Speed 184: 20.20682634269392
Speed 185: 19.946897708625762
Speed 186: 19.485176224462688
Speed 187: 18.985536989052985
Speed 188: 19.17301116983353
Speed 189: 18.82084060029404
Speed 190: 19.358192529279126
Speed 191: 19.044542998621846
Speed 192: 19.811540836223553
Speed 193: 20.02040356518511
Speed 194: 20.149595378385033
Speed 195: 19.574381096968303
Speed 196: 19.738938190067802
Speed 197: 19.761699178329515
Speed 198: 20.077740480017646
Speed 199: 19.822316830888447
Speed 200: 19.09550189273529
Speed 201: 19.23311269217774
Speed 202: 19.30300631552735
Speed 203: 19.424952495793725
Speed 204: 19.927777577032067
Speed 205: 19.457957260634252
Speed 206: 18.26708219178672
Speed 207: 18.504595692960187
Speed 208: 18.70755195306174
Speed 209: 18.469023800151987
Speed 210: 18.55432290093393
Speed 211: 18.030432496071313
Speed 212: 16.977333890073048
Speed 213: 16.13087816588024
Speed 214: 16.152058735818752
Speed 215: 16.84341394321561
Speed 216: 16.648654749063063
Speed 217: 17.055623704146726
Speed 218: 16.75845771840944
Speed 219: 16.73073820696992
Speed 220: 17.129018568899205
Speed 221: 17.195608511453848
Speed 222: 16.924769337103715
Speed 223: 16.49211815534163
Speed 224: 16.445854092879763
Speed 225: 17.036905139262934
Speed 226: 16.2515778424217
Speed 227: 16.681243223185028
Speed 228: 16.82306671958392
Speed 229: 16.338510586133555
Speed 230: 16.329323721573044
Speed 231: 16.227305998207278
Speed 232: 15.75343581576455
Speed 233: 15.483718260837708
Speed 234: 14.855574610444265
Speed 235: 13.819812816738953
Speed 236: 13.895431035568919
Speed 237: 14.41767576059432
Speed 238: 15.234350291248305
Speed 239: 14.678661017320358
Speed 240: 15.752343599885524
Speed 241: 16.515496966473215
Speed 242: 17.22723448350019
